1119,104,2
1037,109,6
1149,101,9
1155,106,11
1125,101,4
1124,108,10
1125,104,4
1061,101,4
1072,101,3
1159,101,3
1104,101,5
1167,103,10
1109,101,4
1071,104,2
1064,101,2
1053,100,9
1030,107,8
1053,101,5
1036,102,10
1147,104,3
1107,104,1
1057,101,4
1083,106,12
1169,108,4
1165,102,14
1114,103,15
1089,101,2
1118,101,5
1142,101,5
1086,104,5
1119,100,12
1164,104,1
1000,100,14
1075,103,10
1160,101,1
1131,101,1
1076,104,7
1056,101,4
1146,104,4
1069,108,2
1044,101,5
1004,101,4
1006,101,3
1122,101,2
1088,100,5
1059,109,11
1158,106,10
1065,108,3
1098,108,4
1169,101,4
1075,104,5
1025,104,3
1080,101,2
1165,104,2
1137,101,7
1104,104,3
1040,104,2
1051,104,2
1142,108,4
1128,104,11
1089,104,5
1003,100,14
1069,104,4
1136,100,1
1086,109,6
1097,102,9
1129,101,3
1043,107,10
1009,104,5
1141,109,12
1052,108,5
1050,104,4
1123,101,9
1068,107,15
1012,104,8
1072,106,12
1082,101,5
1166,104,5
1013,104,3
1118,109,14
1024,104,5
1148,108,15
1119,108,12
1058,109,10
1112,109,4
1123,104,4
1046,104,1
1004,103,5
1000,106,13
1142,106,6
1149,104,4
1042,101,3
1097,100,9
1054,101,4
1074,104,1
1166,101,3
1131,104,5
1154,104,12
1086,101,2
1154,100,7
1145,104,1
1022,104,2
1111,104,5
1002,101,1
1060,104,5
1040,108,15
1055,101,4
1049,102,3
1064,106,14
1063,101,5
1093,104,1
1132,101,4
1152,108,6
1114,101,1
1167,108,15
1043,101,2
1001,101,6
1082,107,3
1029,104,2
1126,101,2
1109,100,2
1057,104,2
1074,101,5
1030,101,5
1103,101,1
1080,106,6
1098,101,6
1027,102,13
1119,107,7
1053,106,5
1034,104,4
1005,101,4
1070,101,4
1099,102,6
1082,104,3
1077,104,4
1070,104,2
1085,104,4
1057,106,5
1024,101,2
1158,101,3
1157,102,6
1067,101,15
1067,108,5
1047,102,8
1132,107,15
1122,104,4
1100,107,3
1053,104,2
1100,103,3
1136,101,10
1131,107,15
1109,107,11
1033,104,3
1042,107,11
1008,101,5
1102,106,1
1094,104,5
1066,101,3
1033,101,4
1112,101,4
1048,109,8
1129,104,1
1155,101,1
1049,104,1
1007,104,5
1126,102,10
1059,104,2
1114,104,2
1113,104,9
1160,104,2
1118,104,5
1083,101,2
1159,103,10
1118,102,4
1020,103,6
1127,104,12
1010,101,5
1023,107,2
1060,101,1
1098,103,3
1062,104,15
1023,104,3
1106,104,2
1097,101,5
1091,101,3
1038,101,5
1030,104,1
1004,106,9
1069,101,5
1168,104,2
1140,104,4
1164,101,3
1109,104,6
1052,109,8
1019,101,5
1076,104,11
1057,106,11
1008,104,1
1143,100,11
1063,104,4
1007,109,15
1163,109,9
1158,108,1
1002,104,2
1159,103,12
1052,104,5
1003,109,1
1003,101,1
1126,104,2
1158,104,3
1015,101,1
1069,102,1
1079,104,4
1130,101,4
1095,102,10
1026,109,14
1153,101,12
1052,101,4
1014,101,15
1157,101,2
1067,104,3
1005,104,5
1034,101,3
1099,101,4
1102,101,1
1088,104,5
1120,101,2
1027,101,4
1001,104,2
1050,101,5
1080,104,1
1144,101,1
1151,101,1
1031,106,8
1031,101,10
1103,108,9
1043,106,8
1107,108,8
1032,103,4
1065,102,12
1141,104,1
1065,104,5
1158,107,12
1131,100,12
1071,101,2
1027,104,1
1025,101,1
1016,102,5
1116,101,3
1018,104,5
1130,106,9
1161,101,5
1115,104,2
1094,101,1
1112,100,11
1021,101,1
1136,104,2
1123,106,13
1034,103,11
1105,104,4
1007,101,2
1068,101,2
1135,101,2
1112,104,2
1008,106,3
1093,101,3
1161,104,3
1078,104,1
1017,104,5
1140,101,4
1036,101,1
1005,107,1
1137,107,14
1011,100,3
1141,101,3
1072,100,12
1153,103,6
1030,107,13
1006,100,8
1136,100,5
1077,101,11
1064,104,5
1081,101,2
1107,101,13
1102,108,10
1072,104,3
1110,104,2
1127,101,5
1136,101,2
1011,104,1
1073,104,2
1135,104,1
1084,103,7
1095,101,2
1019,103,8
1166,107,5
1035,101,1
1128,101,1
1146,101,7
1157,104,2
1096,101,5
1149,106,15
1097,104,4
1143,104,1
1074,102,7
1138,104,5
1162,104,5
1031,104,5
1156,104,5
1004,109,10
1124,107,4
1070,100,6
1106,102,3
1167,103,11
1038,104,1
1047,101,4
1045,104,2
1003,104,4
1006,109,1
1021,100,1
1139,101,5
1133,104,3
1095,104,1
1099,104,2
1167,101,12
1049,101,2
1087,104,3
1106,101,3
1169,104,3
1097,100,8
1000,104,5
1108,100,4
1096,104,1
1159,104,15
1106,102,6
1083,104,2
1101,104,2
1100,108,9
1142,107,8
1043,106,4
1139,104,3
1026,104,2
1110,108,9
1158,101,8
1112,107,13
1052,103,5
1101,102,5
1167,104,5
1168,109,11
1018,106,4
1029,101,3
1148,104,3
1020,101,3
1114,106,14
1138,107,7
1047,104,1
1150,104,4
1020,106,15
1016,103,13
1019,104,2
1134,101,3
1055,104,1
1049,102,6
1022,109,1
1118,102,9
1135,100,9
1121,104,2
1152,104,4
1156,101,2
1012,101,3
1124,101,3
1117,104,4
1044,100,14
1090,101,12
1022,106,14
1151,104,7
1023,101,4
1116,104,3
1115,101,4
1046,101,1
1133,108,5
1011,101,1
1048,104,4
1130,104,5
1058,104,4
1021,104,10
1058,101,3
1031,100,6
1051,101,1
1163,101,6
1146,101,15
1039,104,3
1164,106,12
1147,101,3
1138,101,6
1065,101,3
1041,101,4
1144,107,13
1110,101,11
1111,101,5
1048,101,5
1039,101,2
1108,101,5
1032,101,4
1117,101,1
1038,109,9
1121,101,1
1013,101,2
1059,101,5
1088,101,1
1162,101,4
1154,107,13
1036,104,5
1043,104,13
1010,104,5
1098,104,5
1019,106,8
1035,104,2
1108,104,11
1128,103,1
1123,106,14
1006,104,1
1133,101,3
1143,101,4
1100,101,2
1084,101,2
1101,101,4
1124,102,14
1054,104,4
1045,101,1
1075,101,5
1068,104,4
1039,100,13
1142,107,15
1017,101,5
1092,101,4
1066,104,2
1134,107,2
1097,106,12
1127,102,14
1076,101,2
1137,104,4
1071,106,3
1150,108,11
1127,104,3
1050,109,3
1089,106,3
1042,104,2
1004,104,5
1066,107,11
1148,101,4
1016,104,2
1026,101,5
1120,104,5
1099,106,13
1000,101,1
1085,101,2
1021,107,12
1103,104,2
1044,104,2
1073,101,4
1037,109,5
1092,104,1
1152,101,5
1018,101,6
1037,101,3
1048,102,8
1100,104,4
1118,109,10
1037,104,4
1028,101,1
1145,101,1
1004,103,9
1081,104,5
1103,100,5
1016,101,3
1155,104,5
1154,101,5
1089,103,2
1134,104,4
1041,104,6
1043,104,3
1130,109,9
1163,104,3
1062,101,1
1067,101,14
1061,104,1
1132,104,3
1152,103,2
1084,104,4
1027,106,4
1032,104,5
1079,101,6
1104,106,7
1015,104,14
1090,104,4
1091,104,4
1145,103,10
1142,104,2
1009,101,1
1032,106,8
1061,100,11
1165,101,5
1004,102,12
1154,100,7
1089,109,11
1105,101,5
1097,107,2
1102,104,1
1094,102,13
1159,102,15
1022,101,2
1119,101,3
1056,104,5
1022,100,13
1120,104,8
1078,101,1
1019,106,12
1150,101,2
1087,101,3
1097,109,12
1151,109,6
1113,101,1
1168,101,1
1020,104,1
1014,104,4
1124,104,1
1028,104,1
1040,101,3
1089,101,8
1153,104,2
1144,104,1
